Compound,Elements,Element_numbers,H_f,E_total,#_atoms
O-SCN-Gd,"['Gd', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.3573147594,-95.80108811,5
O-SCN-In,"['In', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-0.1447940274,-69.16948445,5
O-SCN-Ir,"['Ir', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.2148371906,-105.28652836,5
O-SCN-La,"['La', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.2212576974,-84.3896028,5
O-SCN-Lu,"['Lu', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.2195569214,-96.60069892,5
O-SCN-Nd,"['Nd', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.1581721734,-84.50847518,5
O-SCN-Rh,"['Rh', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.1292109186,-68.23515972,5
O-SCN-Ru,"['Ru', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",0.1884597686,-69.01181547,5
O-SCN-Sc,"['Sc', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.1386116854,-55.05187274,5
O-SCN-Sm,"['Sm', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.1658185134,-85.42710688,5
O-SCN-Y,"['Y', 'C', 'S', 'N', 'O']","[1, 1, 1, 1, 1]",-1.2195482454,-69.07155554,5
O-SH-Al,"['Al', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.2694185693,-32.04931409,4
O-SH-Bi,"['Bi', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.3907475468,-99.28623,4
O-SH-Ce,"['Ce', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9180311568,-71.51286444,4
O-SH-Co,"['Co', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.3470095318,-37.82247794,4
O-SH-Cr,"['Cr', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.9553649218,-41.4334995,4
O-SH-Fe,"['Fe', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.3796091418,-38.85077638,4
O-SH-Ga,"['Ga', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.6392408343,-38.11980315,4
O-SH-Gd,"['Gd', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9083503943,-85.72524139,4
O-SH-In,"['In', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.6648249918,-55.18213978,4
O-SH-Ir,"['H', 'Ir', 'S', 'O']","[1, 1, 1, 1]",-0.2208662368,-91.32150476,4
O-SH-La,"['La', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9925063218,-70.3306651,4
O-SH-Lu,"['Lu', 'H', 'S', 'O']","[1, 1, 1, 1]",-2.0076623793,-82.61088933,4
O-SH-Nd,"['Nd', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9197026343,-70.47375035,4
O-SH-Rh,"['H', 'Rh', 'S', 'O']","[1, 1, 1, 1]",-0.3311021117,-54.28294826,4
O-SH-Ru,"['H', 'Ru', 'S', 'O']","[1, 1, 1, 1]",-0.2501875293,-55.03218993,4
O-SH-Sc,"['Sc', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9031228518,-41.04863122,4
O-SH-Sm,"['Sm', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9387332142,-71.43027267,4
O-SH-Y,"['Y', 'H', 'S', 'O']","[1, 1, 1, 1]",-2.0043525843,-55.06855015,4
PH-Br-Al,"['Al', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.598424315,-43.1508129,4
PH-Br-Bi,"['Bi', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.1587133425,-112.14356901,4
PH-Br-Ce,"['Ce', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.2609491325,-80.72066717,4
PH-Br-Co,"['Co', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.3724059175,-51.70953931,4
PH-Br-Cr,"['Cr', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.390971855,-52.96140306,4
PH-Br-Fe,"['Fe', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.21021222,-51.95866452,4
PH-Br-Ga,"['Ga', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.3387514725,-50.70332153,4
PH-Br-Gd,"['Gd', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.13023155,-92.39824184,4
PH-Br-In,"['In', 'P', 'H', 'Br']","[1, 1, 1, 1]",-0.391342275,-67.87368474,4
PH-Br-Ir,"['P', 'H', 'Ir', 'Br']","[1, 1, 1, 1]",-0.4641442725,-106.08009273,4
PH-Br-La,"['La', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.2195992125,-81.02451249,4
PH-Br-Lu,"['Lu', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.130889945,-92.88927542,4
PH-Br-Nd,"['Nd', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.15247139,-81.1903012,4
PH-Br-Rh,"['P', 'H', 'Rh', 'Br']","[1, 1, 1, 1]",-0.5634919875,-68.99798359,4
PH-Br-Ru,"['P', 'H', 'Ru', 'Br']","[1, 1, 1, 1]",-0.26156462,-68.86317412,4
PH-Br-Sc,"['Sc', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.0806879025,-51.54436725,4
PH-Br-Sm,"['Sm', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.149027455,-82.05692546,4
PH-Br-Y,"['Y', 'P', 'H', 'Br']","[1, 1, 1, 1]",-1.1888216125,-65.59190209,4
PH-Cl-Al,"['Al', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.666811255,-32.14156866,4
PH-Cl-Bi,"['Bi', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.2255674025,-101.12819325,4
PH-Cl-Ce,"['Ce', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.3355788375,-69.73639399,4
PH-Cl-Co,"['Co', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.4933954025,-40.91070525,4
PH-Cl-Cr,"['Cr', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.4829327875,-42.04645479,4
PH-Cl-Fe,"['Fe', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.3310916825,-41.15939037,4
PH-Cl-Ga,"['Ga', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.389155635,-39.62214618,4
PH-Cl-Gd,"['Gd', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.197732965,-85.3854555,4
PH-Cl-In,"['In', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-0.43688589,-56.7730672,4
PH-Cl-Ir,"['P', 'H', 'Ir', 'Cl']","[1, 1, 1, 1]",-0.550232535,-95.14165378,4
PH-Cl-La,"['La', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.304497755,-70.08131466,4
PH-Cl-Lu,"['Lu', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.22004324,-81.9630966,4
PH-Cl-Nd,"['Nd', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.2347017625,-70.23643069,4
PH-Cl-Rh,"['P', 'H', 'Rh', 'Cl']","[1, 1, 1, 1]",-0.6572487225,-58.09021853,4
PH-Cl-Ru,"['P', 'H', 'Ru', 'Cl']","[1, 1, 1, 1]",-0.340809395,-57.89736122,4
PH-Cl-Sc,"['Sc', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.1754779875,-40.64073559,4
PH-Cl-Sm,"['Sm', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.2350615975,-71.11827003,4
PH-Cl-Y,"['Y', 'P', 'H', 'Cl']","[1, 1, 1, 1]",-1.2749139075,-54.65347927,4
PH-CN-Al,"['Al', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.288315694,-39.54053817,5
PH-CN-Bi,"['Bi', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.535159674,-109.05791827,5
PH-CN-Ce,"['Ce', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.294172797999997,-77.37273563,5
PH-CN-Co,"['Co', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.315902808,-48.8654026,5
PH-CN-Cr,"['Cr', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.386383388,-49.6905997,5
PH-CN-Fe,"['Fe', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.395162846,-49.36700241,5
PH-CN-Ga,"['Ga', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.494512028,-47.1007565,5
PH-CN-Gd,"['Gd', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.18038012,-93.00421724,5
PH-CN-In,"['In', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.444195452,-64.31233938,5
PH-CN-Ir,"['P', 'H', 'Ir', 'C', 'N']","[1, 1, 1, 1, 1]",0.23355146,-103.28075934,5
PH-CN-La,"['La', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.270765268,-77.72494298,5
PH-CN-Lu,"['Lu', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.189335302,-89.53739315,5
PH-CN-Nd,"['Nd', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.20513395,-77.83108639,5
PH-CN-Rh,"['P', 'H', 'Rh', 'C', 'N']","[1, 1, 1, 1, 1]",0.15754336,-66.18129984,5
PH-CN-Ru,"['P', 'H', 'Ru', 'C', 'N']","[1, 1, 1, 1, 1]",0.354246388,-66.2706847,5
PH-CN-Sc,"['Sc', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.137608452,-48.1346589,5
PH-CN-Sm,"['Sm', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.210928266,-78.74045797,5
PH-CN-Y,"['Y', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.220998008,-62.16660668,5
PH-F-Al,"['Al', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.92686684,-28.7974541,4
PH-F-Bi,"['Bi', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.6289841925,-98.35752351,4
PH-F-Ce,"['Ce', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.682719685,-66.74062048,4
PH-F-Co,"['Co', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.816048235,-37.81697968,4
PH-F-Cr,"['Cr', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.897074515,-39.3186848,4
PH-F-Fe,"['Fe', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.6759862775,-38.15463185,4
PH-F-Ga,"['Ga', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.6351649725,-36.22184663,4
PH-F-Gd,"['Gd', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.5176545125,-82.28080479,4
PH-F-In,"['In', 'P', 'H', 'F']","[1, 1, 1, 1]",-0.68125809,-53.3662191,4
PH-F-Ir,"['P', 'H', 'Ir', 'F']","[1, 1, 1, 1]",-0.814975775,-91.81628984,4
PH-F-La,"['La', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.67743331,-67.18871998,4
PH-F-Lu,"['Lu', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.5898050425,-79.05780691,4
PH-F-Nd,"['Nd', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.6094933375,-67.35126009,4
PH-F-Rh,"['P', 'H', 'Rh', 'F']","[1, 1, 1, 1]",-0.956810905,-54.90413036,4
PH-F-Ru,"['P', 'H', 'Ru', 'F']","[1, 1, 1, 1]",-0.6656608975,-54.81243033,4
PH-F-Sc,"['Sc', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.55998206,-37.79441498,4
PH-F-Sm,"['Sm', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.611179385,-68.23840428,4
PH-F-Y,"['Y', 'P', 'H', 'F']","[1, 1, 1, 1]",-1.63891364,-51.7251413,4
PH-I-Al,"['Al', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.3857980725,-59.82208693,4
PH-I-Bi,"['Bi', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.015321705,-129.09178146,4
PH-I-Ce,"['Ce', 'P', 'H', 'I']","[1, 1, 1, 1]",-1.0681152275,-97.47111055,4
PH-I-Co,"['Co', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.0974349025,-68.13143425,4
PH-I-Cr,"['Cr', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.1045488675,-69.33749011,4
PH-I-Fe,"['Fe', 'P', 'H', 'I']","[1, 1, 1, 1]",0.085204085,-68.2987783,4
PH-I-Ga,"['Ga', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.14736242,-67.45954432,4
PH-I-Gd,"['Gd', 'P', 'H', 'I']","[1, 1, 1, 1]",0.070769875,-109.11601514,4
PH-I-In,"['In', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.2275976375,-84.74048519,4
PH-I-Ir,"['P', 'H', 'Ir', 'I']","[1, 1, 1, 1]",-0.2424568,-122.71512184,4
PH-I-La,"['La', 'P', 'H', 'I']","[1, 1, 1, 1]",-1.0258080625,-97.77112689,4
PH-I-Lu,"['Lu', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.9251406925,-109.58805741,4
PH-I-Nd,"['Nd', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.960181465,-97.9429205,4
PH-I-Rh,"['P', 'H', 'Rh', 'I']","[1, 1, 1, 1]",-0.32171025,-85.55263564,4
PH-I-Ru,"['P', 'H', 'Ru', 'I']","[1, 1, 1, 1]",-0.0473291,-85.52801104,4
PH-I-Sc,"['Sc', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.86378456,-68.19853288,4
PH-I-Sm,"['Sm', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.95485283,-98.80200596,4
PH-I-Y,"['Y', 'P', 'H', 'I']","[1, 1, 1, 1]",-0.9892355425,-82.31533681,4
PH-NC-Al,"['Al', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.246293838,-39.75064745,5
PH-NC-Bi,"['Bi', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.533228602,-109.06757363,5
PH-NC-Ce,"['Ce', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.279356033999997,-77.29865181,5
PH-NC-Co,"['Co', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.330165886,-48.79408721,5
PH-NC-Cr,"['Cr', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.331343278,-49.96580025,5
PH-NC-Fe,"['Fe', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.433034592,-49.17764368,5
PH-NC-Ga,"['Ga', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.475796356,-47.19433486,5
PH-NC-Gd,"['Gd', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.516636296,-89.51913516,5
PH-NC-In,"['In', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",0.430016416,-64.38323456,5
PH-NC-Ir,"['P', 'H', 'Ir', 'C', 'N']","[1, 1, 1, 1, 1]",0.292403164,-102.98650082,5
PH-NC-La,"['La', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.31252915,-77.93376239,5
PH-NC-Lu,"['Lu', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.225920988,-89.72032158,5
PH-NC-Nd,"['Nd', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.254919004,-78.08001166,5
PH-NCO-Al,"['Al', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.4040086017,-49.56196275,6
PH-NCO-Bi,"['Bi', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.10355974,-118.51086958,6
PH-NCO-Ce,"['Ce', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.70602356,-88.2431525,6
PH-NCO-Co,"['Co', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.3500540267,-58.7010353,6
PH-NCO-Cr,"['Cr', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.3812920683,-60.06606355,6
PH-NCO-Fe,"['Fe', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.253716505,-59.02091017,6
PH-NCO-Ga,"['Ga', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.219584645,-57.04661901,6
PH-NCO-Gd,"['Gd', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.7397083533,-102.69636126,6
PH-NCO-In,"['In', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.2253484433,-74.0412018,6
PH-NCO-Ir,"['P', 'H', 'Ir', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.36605764,-112.80065698,6
PH-NCO-La,"['La', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.7922428783,-87.28036841,6
PH-NCO-Lu,"['Lu', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.7355325033,-99.15970616,6
PH-NCO-Nd,"['Nd', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.7524512883,-87.47591887,6
PH-NCO-Rh,"['P', 'H', 'Rh', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.444573125,-75.79224989,6
PH-NCO-Ru,"['P', 'H', 'Ru', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.251507885,-75.70675845,6
PH-NCO-Sc,"['Sc', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.7575454,-58.14768354,6
PH-NCO-Sm,"['Sm', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.760307145,-88.40345401,6
PH-NCO-Y,"['Y', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.7929924533,-71.97536586,6
PH-NC-Rh,"['P', 'H', 'Rh', 'C', 'N']","[1, 1, 1, 1, 1]",0.196567058,-65.98618135,5
PH-NC-Ru,"['P', 'H', 'Ru', 'C', 'N']","[1, 1, 1, 1, 1]",0.427656488,-65.9036342,5
PH-NCS-Al,"['Al', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.0088441345,-50.65357676,6
PH-NCS-Bi,"['Bi', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.2466461038,-119.87223533,6
PH-NC-Sc,"['Sc', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.1826599,-48.35991614,5
PH-NCS-Ce,"['Ce', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.3415825878,-89.51910748,6
PH-NCS-Co,"['Co', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.1041362105,-59.43849469,6
PH-NCS-Cr,"['Cr', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.1442711355,-60.37528514,6
PH-NCS-Fe,"['Fe', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.2084700355,-59.71039174,6
PH-NCS-Ga,"['Ga', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.1845028522,-58.08469484,6
PH-NCS-Gd,"['Gd', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.3804016262,-104.00312171,6
PH-NCS-In,"['In', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.1455836072,-75.27821031,6
PH-NCS-Ir,"['P', 'H', 'Ir', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.0331409588,-113.8680662,6
PH-NCS-La,"['La', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.4466163945,-88.66921032,6
PH-NCS-Lu,"['Lu', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.3954600428,-100.58187221,6
PH-NC-Sm,"['Sm', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.238839642,-78.88001485,5
PH-NCS-Nd,"['Nd', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.4038011012,-88.84661856,6
PH-NCS-Rh,"['P', 'H', 'Rh', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.0362297128,-76.80479023,6
PH-NCS-Ru,"['P', 'H', 'Ru', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.1451680205,-76.78930383,6
PH-NCS-Sc,"['Sc', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.3466162695,-59.14470957,6
PH-NCS-Sm,"['Sm', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.4049675578,-89.7340173,6
PH-NCS-Y,"['Y', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.4312241728,-73.26735699,6
PH-NC-Y,"['Y', 'P', 'H', 'C', 'N']","[1, 1, 1, 1, 1]",-0.28395732,-62.48140324,5
PH-NO-Al,"['Al', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",0.02848388,-36.90274074,5
PH-NO-Bi,"['Bi', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",0.324213272,-106.17569378,5
PH-NO-Ce,"['Ce', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.58222479,-76.82538409,5
PH-NO-Co,"['Co', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",0.010751346,-46.45420341,5
PH-NO-Cr,"['Cr', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.023173464,-47.80142746,5
PH-NO-Fe,"['Fe', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",0.041200926,-47.19985551,5
PH-NO-Ga,"['Ga', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",0.18386447,-44.71703779,5
PH-NO-Gd,"['Gd', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.511547802,-90.72309915,5
PH-NO-In,"['In', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",0.200577828,-61.593471,5
PH-NO-Ir,"['P', 'H', 'Ir', 'N', 'O']","[1, 1, 1, 1, 1]",0.027809514,-100.37251257,5
PH-NO-La,"['La', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.580105518,-75.33468773,5
PH-NO-Lu,"['Lu', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.409852372,-86.703022,5
PH-NO-Nd,"['Nd', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.395613246,-74.84652637,5
PH-NO-Rh,"['P', 'H', 'Rh', 'N', 'O']","[1, 1, 1, 1, 1]",-0.07057507,-63.38493549,5
PH-NO-Ru,"['P', 'H', 'Ru', 'N', 'O']","[1, 1, 1, 1, 1]",0.035389804,-63.92801112,5
PH-NO-Sc,"['Sc', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.408673758,-45.55302893,5
PH-NO-Sm,"['Sm', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.375908228,-75.62840128,5
PH-NO-Y,"['Y', 'P', 'H', 'N', 'O']","[1, 1, 1, 1, 1]",-0.4155722,-59.20252114,5
PH-OCN-Al,"['Al', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.154107085,-48.06255365,6
PH-OCN-Bi,"['Bi', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",0.0389307733,-117.6559265,6
PH-OCN-Ce,"['Ce', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.626140106666665,-85.81450678,6
PH-OCN-Co,"['Co', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.08529771,-57.1124974,6
PH-OCN-Cr,"['Cr', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.1227253483,-58.51466323,6
PH-OCN-Fe,"['Fe', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",0.0203883783,-57.37628087,6
PH-OCN-Ga,"['Ga', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",0.0144653333,-55.64231914,6
PH-OCN-Gd,"['Gd', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.5401745733,-101.49915858,6
PH-OCN-In,"['In', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.0174600433,-72.7938714,6
PH-OCN-Ir,"['P', 'H', 'Ir', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.093395195,-111.16468231,6
PH-OCN-La,"['La', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.644827455,-86.39587587,6
PH-OCN-Lu,"['Lu', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.6156973867,-98.44069546,6
PH-OCN-Nd,"['Nd', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.578216685,-86.43051125,6
PH-OCN-Rh,"['P', 'H', 'Rh', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.1858973283,-74.24019511,6
PH-OCN-Ru,"['P', 'H', 'Ru', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.0081776383,-74.24677697,6
PH-OCN-Sc,"['Sc', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.535588925,-56.81594469,6
PH-OCN-Sm,"['Sm', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.5770717667,-87.30404174,6
PH-OCN-Y,"['Y', 'P', 'H', 'C', 'N', 'O']","[1, 1, 1, 1, 1, 1]",-0.5948466633,-70.78649112,6
PH-SCN-Al,"['Al', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.0926303038,-50.04473013,6
PH-SCN-Bi,"['Bi', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.4838150555,-118.44922162,6
PH-SCN-Ce,"['Ce', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.313057967833333,-87.39861476,6
PH-SCN-Co,"['Co', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.1342443188,-59.25784604,6
PH-SCN-Cr,"['Cr', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.2446038788,-59.77328868,6
PH-SCN-Fe,"['Fe', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.2195473022,-59.64392814,6
PH-SCN-Ga,"['Ga', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.2235314622,-57.85052318,6
PH-SCN-Gd,"['Gd', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",-0.283938744499999,-90.44043092,6
PH-SCN-In,"['In', 'P', 'H', 'C', 'S', 'N']","[1, 1, 1, 1, 1, 1]",0.1914671355,-75.00290914,6
